,sentiment,tweet
80909,1,@rerb bonjour on a à nouveau perdu l’écran de Lozère toujours le même direction st remy côté bâtiment voyageur (Paris) pic.twitter.com/omo773yiQ6
49498,0,@RERB donc ça fait 4 heures qu’il y a des gens sur les voies ?
121590,1,@RERB.
44016,1,"Coincés juste avant cité U direction CDG, ça va durer longtemps ?"
4103,0,Ce ne sont pas les infos données en gares. Traffic perturbé mais pas interrompu...
95445,0,"@RERB petit jeu à Massy, on nous fait changer de train 4 fois entre les 2 quais direction nord 👏 #RERB"
31443,1,@RERB bonjour à quelle heure est le prochain train partant de Châtelet vers le sud ?
82506,1,Ca en est où? Que je sache si j'annule mon rdv ou pas!
77587,0,Pas si rapide quand on est dans le train 😂👿
65854,0,@rerb definition de trafic normal? Si c'est normal de faire Orsay-GDN en plus d''une effectivement le service est niquel changez rien... pic.twitter.com/eofb4nTSr4
79628,0,A quel endroit? Dans quel sens la circulation est impactée? Quel type d'incident exactement? Estimation de reprise? Des solutions de replis en fonction de la gare concernée? #RERB COM à minima.....
42251,,Comme d habitude remise de fin de chantier tardive. Quand on n est pas capable de faire des travaux et terminer à temps on prends une marge de sécurité pour ne pas nous pénaliser le matin.
34322,,"@RERB le prochain b depuis bourg la reine vers Robinson ? Dans 12 minutes d'après l'écran ce qui veut dire un RER vers Robinson toutes les 30 minutes (depuis le temps que je l'attends). Charlots, finalement je change d'avis et militer pour vous envoyer tous en retraite anticipée"
28511,,De @SheepTrain pic.twitter.com/dJ9Ic8XQBO
50744,0,Et l RER B ????
43877,,@RERB Vous aurez pu mettre la clim avec cette chaleur... Surtout que les missions PMZZ s’arrête à toute les stations...
110353,,".@RERB pourtant @LaPtiteElice vous a remonté des problèmes/retards dès 7h30, et des adaptations réalisées avant malaise voyageur #RERB 1/3"
90664,0,@RERB J'SUIS DANS LE TRAIN IL EST BLOQUER DEMARRE COUSIN !!! AVNT QUE JE DEMARRE TA MERE
120070,1,@RERB.
70831,2,Merci pour votre réponse. Bonne journée
18303,1,"Dernier départ de l'aéroport CDG2 direction Gare du Nord à 22h54, de Mitry à 00h18."
102252,0,@RERB Bonjour le IJUR37 aurait dû s arrête aux baconnet mais ne l a pas fait . Du coup 7 min dans vue !
102473,0,ca va faire 4h que le trafic est perturbé alors que l'incident est fini.
118385,1,@RERB.
22376,1,"Bonsoir, PJZZ direction St Rémy ? C'est toujours d'actualité ou supprimé ?
Merci"
53705,1,"Bonsoir Alexandra, oui c’est difficile pour tout le monde : les agents, les témoins de la scène, la famille. Les deux transporteurs font heureusement une prise en charge psychologique aux personnes qui le souhaitent."
795,1,Oui un Massy semble arrivé dans 1 minutes.
10539,0,Vous commencez à nous taper sur le système avec vos problèmes non stop au Bourget
83688,0,Donc si on travaille certains dimanches comme moi faut eviter la B le matin. Plusieurs suicides le dimanche matin helas.
55055,0,@RERB a la place de répéter en boucle qu’il y a un malaise voyageur et un bagage oublié en gare vous devriez indiqué quand est le prochain train à châtelet !!!!
84143,0,"Et 8 ""effectivement"" depuis 16h! Je ne compte pas les ""en effet"" et autres variantes....."
86095,0,A quand la gratuite sur cette imposture de ligne. Et pourtant c est pas faute de payer son pass tous les mois pour un maximum d emmerdes😡😡😡😡
86825,0,Si on rajoute les conditions climatiques spectaculaires ça n'aide pas à un trafic normal lol merci le #RERB
102380,0,Feriez mieux de respecter les usagers en arretant de faire comme si tout allait bien alors que tous les jours des trains supprimés !😡
89747,0,Disque rayé? Encéphalogramme plat? Non car c’est bon on a compris que rien ne marchait!
117049,1,@RERB.
91322,0,"""Fin d'incident le trafic reprend progressivement mais reste perturbé sur l'ensemble de la ligne"" #RERB on est dans le nominal. Bon Week-end"
23799,1,"@RERB Bonjour, à quelle heure sera le premier départ en direction de Paris en Gare d'Arcueil-Cachan Svp ?

(On galère peut être mais on soutient la grève ✊)"
23418,0,"Pas de train, pas de problème ! pic.twitter.com/qPaxujYoet"
18861,0,"Bonjour, l'incident a été clos il y a une heure alors pourquoi le 18h44 de Massy vers la Gare du Nord est il annulé ? #onafroid #raslebol"
101411,0,On va bientôt se faire dépasser par les escargots qui sortent du boulot ... et les 7 nains aussi.
98615,0,"@RERB Bonjour , Vous appellerez mon Lycée pour leur dire pourquoi je n'ai pas pu venir ? Merci ! #RERB"
2059,0,"Fin d'incident en gare de La Plaine, le train reprend sa marche en direction de Robinson #RERB"
21330,1,"Bonjour,
Il faudra combien de temps pour rejoindre Massy Palaiseau de Denfert Rochereau vendredi 20 ? J'ai un covoiturage à 18h et tous les sites d'itinéraires se contredisent... merci!"
131187,0,@RERB Dans mon RER on nous annonce un problème de signalisation à GdN... Un air de déjà vu... :-(
1824,1,"Il aurait été sympa
que le chauffeur attendent les passagers qui étaient descendu à la demande du chauffeur à AULNAY et qui devaient changer de voie Ce n’étaient pas de leur fait"
80653,0,@rerb je devrais etre au bureau depuis deja 10minutes la je suis joueur mais pas pire que de continuer avec le b et D je vais largement contourner le probleme bus 27 jusqu'a st lazare puis 13 puis re bus puis on sera au bureau pas avant 10h RT MarcusUrsus
70879,2,Merci. Bon week-end à vous !
57843,0,@RERB bonjour aucun pb de prévue a cause de la neige qui tombe abondement au niveaux de saint Rémy les Chevreuse ????????
22749,1,"@RERB Bonjour, il y a RER B à 9h de Châtelet les Halles à Gare du Nord?"
76799,0,On comprend rien à vos annonces. Y a t il des rer de Châtelet vers le sud ?
132254,1,@RERB Follow me ;)
96127,0,Foutage de gueule complet sur la ligne ce matin.  0 information.
36935,0,"Et ça supprime des trains ..... On a des rendez-vous a tenir, un travail, on fait comment? Il n'y pas un jour qui passe sans que je reçoive une alerte. Pas un jour. Posez vous les bonnes questions sérieusement."
81776,0,@RERB @ClientsRATP @denismasure Encore et presque toujours gare du nord qui nous impacte dans le sud. J'ai une solution : SUPPRIMEZ GARE DU NORD ! @Nialiex @Petition_RER_B pic.twitter.com/WT4RsYy0GW
130962,0,@RERB Non mais #WTF ?! C'est quoi cette grève surprise sans prévenance vers vos clients ? #qml cc @UFCquechoisir @afpfr @lemondefr @BFMTV
121619,1,@RERB.
47630,1,"Joker, je suis au milieu, impossible de voir les numéros (sinon 2eme en queue)"
125331,0,@RERB C'est quoi cette mesure ? Comprenez vous que cela nous parait tres vague ?!?
17181,1,"@RERB bonjour . 
Aura-t’on des RER B ce dimanche aux alentours de 21h ?"
11820,0,Proche de la normale avec une panne signalisation ?!? Après plus d’un mois vous êtes toujours là à dire de la merde et des mensonges ! Vous devriez avoir honte de revendiquer quoique soit tant vous faites que de la merde ! Bande d’incapables !
123809,0,@RERB Honte absolue votre incapacité à gérer la crise vendredi soir.Clients laissés en rade jusqu'à minuit.Zéro aide.
83934,0,"@RERB cher RER B, pour la 101ème fois, peut on savoir d'où proviennent les suppressions régulières pour ne pas dire journalières des trains mitry Paris???"
97424,1,@RERB est ce que ce soir vers 00h il y a des coupures avec le rer b ?
100463,0,"Même copier coller un lien, vous savez pas faire... #RERB pic.twitter.com/blTRtDV2gI"
54104,0,"d'ailleurs, pourquoi cette habitude de faire avancer des rames en sachant qu'elles ne peuvent pas rejoindre la gare suivante sans un arrêt prolongé entre les deux ? C'est un très bon moyen de générer du malaise voyageur."
45603,1,"@RERB Bonjour, nous sommes bloqués à SDF, le trafic va t'il reprendre jusqu'à Paris ? Et à quelle heure ?"
129755,0,"@RERB à quand des véritables réparations et non des ""rustines""? #RERB"
11126,0,Et alleeez! C'est pour quand la remise en question ? Les retards deviennent une normalité. Matin et soir des retards des retards ....
90667,0,I  have a Dream. Je rêve d'un RER à l'heure et des suicidés qui choisissent les ponts plutôt que la ligne B à l'heure de pointe
70135,2,Merci.
57782,0,Bordel sur le quai à denfert et aucune communication.....
127143,0,"@RERB le changement de quai, c'est un bon jeux pour commencer la matinée. #PortRoyal 5h12"
70788,1,"Merci pour l'info ! Juste par curiosité, qu'est-ce qui fait que c'est toujours aux abords d'arcueil ou de laplace que ça ralentisse ? Y a une raison particulière (voie supplémentaire, travaux etc.)?
Merci pour toutes vos réponses !
Bonne journée et bon courage !"
32366,2,Je pense que Alexandra travaillant sur le compte @RERB mérite une augmentation pour cette prestance incroyable @GroupeSNCF
98151,1,@RERB Bonjour 30 mn d'attente pour avoir un train sur paris sans compter le trajet (2h)de saint remy a paris RT Daddy58228695
5037,0,Là en attente du dernier train vers st rémy. Qui est passé de 2min à 23min d'attente à luxembourg. Gratos. À chaque jour sa surprise. Vivement l'automatisation de tout le réseau.
70438,1,Dans combien de temps le train pourra-t-il repartir ?
10356,0,@RERB @SNCF c’était mieux pendant la grève. Au moins les rer étaient omnibus !
38462,0,Sérieusement ! On nous inflige des condition de merde tous les jours et vous osez faire grève ? Bande de crétins
82534,0,Toujours quelque chose ça devient fatiguant !
68078,0,"On régule le trafic du #RERB en supprimant les trains ??
Les voyageurs continuent leur trajet à pied ?"
87077,0,"Mensonge !

Soyez au moins honnête dans les causes des problèmes !

A l'instant sur l'application @SNCF

CC @denismasure pic.twitter.com/Mj0haLBtJJ"
59229,2,"Merci Joy. Mon souci est plutôt qu'elle soit délestée, dans le mouvement global des suppressions"
7365,1,Le train à La Courneuve-Aubervilliers repartira dans combien de temps ? Merci :)
19068,0,Pour le moment les agents que l'on voit sont sur les quais et ne font rien
49526,0,Les trains circulent?!...
67142,1,"Dommage en plus, ça sent la charogne de 3 jours. Vous pouvez demander à ce que des messages sur les panneaux soient affichés tous lee jours genre ""prenez soin des narines de vos voisins, douchez vous le matin""...un truc du genre quoi...merci 😉 #RERB"
68418,0,@RERB À quelle heure est le prochain départ  de l'aéroport Roissy .  Aucune information comme d habitude .. #rerb #transilien
109912,0,"La bonne excuse fourre-tout, le ""divers incidents"", la faute à pas de chance?"
100730,,@RERB on se promène à 2km/h depuis Châtelet.  Nous voilà à arceuil en direction d'Orsay.. .et tjs pas d'explication. #jesuisclient
58751,,Les trains sont très lents et à l'arrêt en pleine voie toutes les 3 min ? Que comptez vous faire pour améliorer la situation durablement ?
129162,,@RERB tout à l'heure c'était retour à la normale à 9h... Autant ne pas donner d'horaire s'il n'est pas tenu ! #RERB
125415,0,@RERB Une grève le 24 décembre? Sérieusement? Z'êtes en rade de RTT? ça va finir par se voir. #rerb #qml #FoutageDeGueule
20852,1,"Bonjour, savez-vous à quelle heure sera le premier RER B entre Massy et Châtelet demain matin ?"
90991,0,"Trafic régulier, la bonne blague. Train omnibus de Massy à Saint remy sans raison. Mis à part que c'est comme ça."
32850,0,Pouvez vous mieux faire? Je pense que oui! Pour notre plus grand plaisir bien sur. Merci #RERB
68563,,Et encore une bonne journée de galère !!!! La reprise normale est prevue quand ?
115510,,@RERB défoncés comme souvent dans les rames rénovés quand vous les verrez vous comprendrez
49852,2,"Heu....Joy, vous étiez de soirée hier? Que se passe t-il? Pourquoi? Comment? Dans quel but? Est-ce un acte manqué? Voulez vous en parler? Soulagez-votre conscience...ne gardez pas cela enfui au fond e vous. Oui...et bonne journée :)"
84300,,"@RERB #SNCF Le train fait des arrets prolonges a chaque gare depuis Aulnay-sous-Bois. Zero information, bien sur. 😧   https:/ RT LecompteLise"
105100,1,c'est pas vrai. Ce matin les portillons étaient fermés comme d'habitude. Il a fallu passer le navigo
45342,1,"Je vous fait un retour comme promis. Je viens de monter dans un #rerB toutes les fenêtres sont ouvertes.
Clairement votre solution me semble limitée...
Pourquoi n'y a t'il pas un message préenregistré ?(plutôt que de demander ça aux conducteurs)"
95157,0,4 minutes de retard mais vous êtes a l'heure selon le critère de ponctualité RATP #TeamRERB #RERB
117265,1,@RERB.
4518,0,@RERB Connaissez-vous le respect envers les usagers ? Pensez-vous avoir fait preuve de bon sens lorsque vous avez décidé de faire des travaux une veille de rentrée des classes ? Croyez-vous que la présence de 3 agents de proximité par quai est suffisante ? #RERB #SNCF #respect
26782,0,"J'adore. Toujours et toujours des problèmes, retards et quoi d'autre !!! pic.twitter.com/1FfgNo6qeP"
20922,1,@RERB a quelle heure part de dernier RER pour CDG depuis Gare du Nord svp ?
129163,0,@RERB c'est normal si il y a des problèmes tous les jours depuis des semaines sur le #rerb?! Ça en devient très très pénible...!!!!
83583,0,Personnes sur les voies...mais pourquoi y sont elles? A quel endroit des 80 km de ligne se trouvent elles? Les trains circulaient ils et jusqu'où? Un peu de COM même minimaliste aideraient les voyageurs. #RERB
48224,1,"@RERB
Bonjour Alexandra,
IDIL71 arrêté avant son entrée en gare a Antony.
Le trajet, depuis tout a l'heure, est globalement ralenti.
Ça bouchonne ?"
43619,1,"Bonjour alexandra , que c'etait il passé hier soir , vers gdn ? Aucune information juste trafic perturbé"
63322,0,@RERB ntm
83372,0,@rerb il y a pas comme un problème ? pic.twitter.com/ADewxCcwpT
18251,1,"@RERB bonjour Joy (et bonne année), j'ai vu qu'il y avait eu un soucis a Mitry mais qu'en est-il côté branché CDG. Je suis arrivée sur le quai le train passait dans 5mn et maintenant il est retardé. Quand arrive le prochain train pour GDN à villepinte ?"
36219,1,"#RERB 
Pourquoi cet affichage sans heure ? pic.twitter.com/vNvJqn28PU"
52587,2,Bonne journée à vous également et bon courage surtout
104407,2,merci
41928,,@RERB je suis parc des expositions. Pk tous les trains pour Paris sont retardés???
128545,,".@RERB Trafic ""ralenti"" = impossible de rentrer dans aucun train et 4km de marche. Merci pour l'abonnement a plus de 80 euros!"
43015,,"@RERB 2 terminus robinson de suite et plus de 10 minutes d attente pour 1 Massy Pal à St Michel , c est quoi encore le problème # RERB????"
37409,,"La circulation peut reprendre. L'accident ""pas si grave que ça"" annonce Paris Nord"
62395,,@RERB rectification : le trafic est interrompu en direction de Paris entre fontaine Michalon et bourg la reine #rerb RT lobtout
115445,,@RERB Ralenti ou interrompu train à quai depuis 15min
91223,,"si seulement un jour je pouvais ne pas lire ce message svp 
Faites un effort c'est trop vous demanderais #RouleEnRetard #RERBancal"
66104,,"Le trafic étant déjà perturbé par nature, cette panne de signalisation (imaginaire?) n'intervient elle pas au bon moment pour justifier le désordre ambiant dans la gestion du #RERB ? Ne serait-ce pas une énième entourloupe?🧐"
79195,0,Trafic perturbé toute la vie...ouai! Foutage de gueule !! Foutez des machines de l'intelligence artificielle ou je ne sais quoi... Scandaleux que l'un des plus gros aéroports du monde soit connecté par une merde pareille
108902,0,"Filez moi les clés, je vais le conduire le bouzin là !"
91086,,Je suis restée 1h15 sur le quai à Châtelet. Deux departs de train seulmt. J'ai renoncé et dors sur Paris ce soir. Qui pour dédommager ?
21848,,J'étais dans le train derrière à cité u pendant le malaise et notre conducteur est une perle au niveau de l'information donnée. Simple mais régulier et dans la bonne humeur. Merci à lui !
112946,0,"@RERB RALENTI ?! Enculer il est totalement arrêter, un train par gare fils de pute"
57440,,"#rerb Un bien portant est un malade qui s'ignore.
Cela pourrait être la devise du @RERB"
58924,,"D’accord merci beaucoup, nous reviendrons vous voir par la suite pour rédiger un article ."
20009,,"Bonjour, 1h15 d'attente à Massy Palaiseau avant le prochain train pour St Remy, c'est pas plutôt 1 train sur 6/8 ?

Je comprends qu'il faille faire croire à une amélioration, au point de mettre un max de lignes pseudo-ouvertes sur les affiches, mais de là à dire n'importe quoi..."
46573,,15 minutes que des usagers sont bloqués à châtelet avec des rer changeant toutes les trois minutes. Est ce possible d’avoir une annonce CLAIRE sur les perturbations en quai ?!?
31243,1,La trafic est t-il normal demain ?
59158,,"Quai 1 c'est bien le quai normal du B direction sud? Pour être honnête, la signalisation des quais à Châtelet est pourrie, et alors l'information lorsqu'un B arrive sur les voies du D est juste quasi inexistante"
9966,,@RERB A quelle heure passe le prochain train à Châtelet qui desservira Massy Verrières ??? Merci par avance
34634,,Je suis quelqu'un de relativement positif et joyeux dans la vie de tous les jours. Mais ce putin de RER arrivent à voler tout ça. je pense très sérieusement vous êtes une entité surnaturelle qui carbure à la joie des utilisateurs.
19763,,Non c est aussi u sur trois en heure de pointe celui de 6h48 n est pas au rdv à sevran livry
106282,,@RERB Traffic interrompu entre gare du nord et chatelet... J'imagine que le PCC n'a pas retourné les trains a GdN et Chatelet c'est exacte ?
132026,,@RERB et reprise des perturbations à 12h05 ? #RERB
91969,0,@RERB Et hop annonce de terminus denfert x pb de signalisation.  ca pouvait pas durer #RERb RT antoinegallier
56516,2,Merci
62825,2,Bonne journée à vous aussi
96653,2,Super Concours Merci #BaladesRERB
130804,0,@RERB ahhhhh ca nous manquait!!!
90648,0,Faudrait plutôt indiquer lorsque le trafic est normal 😜
54822,0,Tout nos excuse et notre travaille sérieusement !!! a la a gare du vert galent le train de 8h36 anuller 8h43 retardé faite vos récupération en dehors des heurs de pointe
22050,,"Bonjour, mais la fin du service c'est à quelle heure? en regardant les horaires, derniere train pour mitry à 21:57. C'etait pas comme ça les jours derniers"
89090,,Ils sont tous planqués derrière leurs écrans.  Le CM et ses tweets inutiles 3 plombes après tout le monde il ne sert à rien celui la aussi
21173,,"Grève sur le B Nord !! Quelle grève ?  Entre cdg et Paris Nord le B fonctionne mieux que d’habitude , jusqu’à 9h30...👍🏾😜🚇"
16114,,@RERB aucun train en direction de Robinson? Je suis à St Michel. Merci !
2969,1,"Et 03 mars, pareil ?"
79203,1,@RERB PAPO38 va-t-il être omnibus entre Massy et Orsay ? #rerb #qml
84648,0,@RERB bon sang qu’est ce qui se trame encore avec le #RERB???? Ça fait plus de 30 mins qu’aucun train ne s’est arrêté à la gare du bourget. C’est insupportable tous ces passages aléatoires et ces incidents répétitifs! Poufff !!!!!
94704,,@RERB un St Rémy qui attend presque 10 minutes à Massy pour laisser passer deux trains pour Orsay alors que ses trains sont omnibus . Logiqu
108809,,"et donc sur le nord de la ligne ça devrait rouler, ce n'est pas le cas...."
124729,,"“@RERB: Ce matin et jusqu'à 9h, venez échanger avec le directeur et les agents du #RERB en gare de #MitryClaye""

- avec une boîte d'oeufs"
25009,,On vient d'apprendre qu'il y a un troisième train en panne au garage de Mitry ! C'est pas un nouveau record aujourd'hui ? C'est pas comme si on attendait sur le quai de Villeparisis depuis 45 minutes
91815,,"@RERB Aucun train pour la banlieue sud pendant 15 minutes, la semaine commence bien!"
115642,1,@RERB නොදකිං නොදෝමකිං මේ කැරි පොන්න ආර්.ඊ.ආර් බි ලයින් එක
93001,2,Merci
22095,1,@RERB bonjour. Pouvez vous me donner l’heure du dernier train en partance de châtelet jusqu’à palaiseau svp ?
78018,2,merci !
109389,0,"@RERB vous là, vous voulez que je casse mon ramadan à cause des problèmes que vous nous inventez h24 ?"
132435,1,"@RERB ...cela, ajouté au fait que les bus ont adopté un parcours plus long (179, 395..) rend tjours plus difficile la vie de l'usager."
110117,1,"@RERB svp répondez-nous, #RERB EME93 omnibus depuis Massy-Palaiseau jusqu'à Paris. Déjà plein aux Baconnets. Pourquoi pas de direct ? #qml"
123165,0,@RERB ils ont du mal à être à l'heur alors courir après un ballon !!!!!
129067,0,@RERB jpeux venir avec ma pancarte RERB I hate u?
34499,0,"Un problème au nord, ça roule pas au sud, comme d'habitude."
79359,0,"@RERB 3 bornes sur 4 HS à Palaiseau Villebon. Vus les délais d'inter, on va vite en avoir 4... pic.twitter.com/3O9zNgrMYp"
21269,1,Le mieux alors serait de l’afficher sur les portes pour éviter la cohue 😳
85744,1,"Bonjour,
Savez vous quelle desserte est prévue demain matin en direction du sud svp?
Merci"
98574,1,Ça fonctionne toujours pas?! 😵
115094,1,"@RERB Bonjour, est ce que le trafic fonctionne dans l'autre sens (direction châtelet) ?"
60982,0,Bienvenue dans le rer b pic.twitter.com/JUldCyERY5
104265,0,17h de quel jour ? On les connaît vos prévisions sur le #RERB
15422,1,Bonjour Alexandra petite question  l'interconnexion entre Chatelet et GDN reprend t'elle ? D'après la CGT l'interconnexion n'est plus suspendue sur la A aussi visiblement
84712,0,@RERB @RERB 40 minutes dans un train sans arret contre 22 a 23 minutes pour un omnibus #vacomprendre l'exploitation du #RERB. RT Mehdi_IF
81627,1,Sa a l air de repartir....
127645,,@RERB Pourriez-vous m'expliquer l'intérêt de diffuser les horaires de passage du peu de RER censés circuler si ce n'est pour pas s'y tenir?
14263,,@RERB @Ligne7_RATP  y’a t’il encore des transports après 18h svp ? Entre Censier-Dauberton et châtelet Les Halles (pour la ligne 7) et entre châtelet et mitry-claye (pour le rer B)
115736,2,@RERB ok merci
124326,,@RERB @Asso_usagersidf Bjr .encore un pb ce mation ! c est tous les jours . A quand des trvx de revovation ? et pas de twit ?
24669,,"Bonjour, pour le coup, en cas de possibilités, faire des direct entre Aulnay et gdn pourrait être utile ! :)"
60629,1,"Bonjour @RERB ,
Est-il possible de connaitre les heures de passages des RER B à la gare d'Antony, direction Paris, pour cette matinée ? merci par avance,"
112076,1,@RERB il l'était déjà avant
68464,,"@RERB bonjour, peut-on avoir une idée de l'incidence (en terme de fréquence & temps de parcours) de l'incident actuel ? Sur le tronçon central (entre Saint Denis et cité U)"
64699,,"c’était le KUBE 85 ou 58 je sais plus, il s’est d’ailleurs arrété sur les voies de la ligne D à gare du nord"
99555,0,"@RERB tous les jours c'est la même merde .. retard, panne, incident.. y'en as marre sérieux!! #gavée #RERB"
2833,1,Et de massy pal ?
120919,1,@RERB.
64830,,"Tres bien mais quels sont les bénéfices attendus? Les résultats chiffrés de ces travaux en termes d’amélioration de la régularité, de la diminution des pannes..."
28038,2,Merci!
45380,0,IDIL95 le clim ne fonctionne pas!!!!
23646,1,"Bonjour, vos heures de pointe cents quoi concrètement ?"
58965,0,"Vous avez essayé le renvoi vers l'adresse, et le blog parce que ???"
54693,0,Ah ben celle là on y avait jamais eu droit
27452,0,Informer les personnes sur place sa peut-être utile
53256,1,@RERB bonjour  dans ECCO61 rame ZBD 8246 on étouffe ! Un vrai sauna pouvez vous stopper le chauffage svp ? Merci 😅
118317,1,@RERB.
59668,2,Merci à vous ! Bonne soirée ! :-)
95917,1,on peut aller jusque gare du Nord sans problème depuis le sud ?
111571,,@RERB est-ce qu'il y a des trains directs Gare dNord - CDG demain matin?
99415,,Faudrait peut-être informer les conducteurs et donner un état plus précis du trafic aux gens. Ça peut aider...
123900,,"@RERB Bonjour, y a-t-il actuellement des trains au départ de Bourg-la-reine vers Paris? Merci"
83183,,@RERB bonjour je travaille sur CDG a 13h je prend le RER B à denfer quand le traffic sera rétabli ? Merci
15161,,"@RERB bonjour, où est passé le train de 6h15 au départ de Villeparisis pour Paris ? Il semble avoir été supprimé en toute discrétion...
Aucune annonce, à part celles automatiques qui n’apportent rien. 
Bravo encore une fois..."
96590,,@denismasure Le pb n'est pas le pb mais c bien la solution pour rétablir le service qui pose tjs pb sur le #rerb @ClientsRATP
41055,,Les directions de train étaient fausses également. Mitry indiqué alors que c'est un CDG qui est venu. ( Et oui nous pleurons face à ces horaires allégés alors que les wagons ne sont pas allégés de voyageurs...)
63686,,"@RERB  bonsoir, que se passe-t-il ce soir vers Massy ? Vous faites un concours de lenteur? Vous savez qu'à 19h35 les gens en général souhaitent rentrer chez eux?"
66676,,"Merci, mais ce n'est pas que du ressenti. #RERB #qml"
114357,,@RERB bjr prochain train vers Paris depuis massy verrières ? Horaire ?
35381,,"@RERB Bonjour, ds la mission EBRE17 direction nord, nous n'entendons pas les annonces du conducteur. Pouvez-vous lui demander de parler plus fort svp? 1ere partie du train, vieux RER..."
92521,1, pic.twitter.com/IXZR1TspOM
89140,1,@RERB pic.twitter.com/ZKUbviPONW
113612,0,@RERB bande de poufiasses. On attend dans le froid pour des trains BLINDÉS qui mettent une plombe a venir. MERDE pic.twitter.com/MAD1B9xWq4
31657,1,Combien de trains dans ce sens depuis ce matin ??? 1/2 NON
97762,1,"Abonné à votre compte, pourquoi je ne reçois rien? #RERB #TeamRERB"
22747,1, pic.twitter.com/LfraNEGrNo
17900,1,"Bonjour Joy. La manif passe par gare du nord, est ce que la gare risque une fermeture ce soir en cas de débordement ???"
51527,0,"@RERB Cool l état de la ligne B, rail cassé à stade de France RT lolait93"
108798,0,"@RERB QAPO23 laisse passer 3 trains entre Bourg-la-Reine et Laplace, tout ça pour apprendre terminus Denfert à Cité U. Génial 👏"
94646,2,Merci 🙃
86868,1,"Bonjour, il manque les rerb vers orsay dont la fréquence est de 12 mn  et ceci depuis plus d' 1h."
59710,1,"@RERB bonjour je suis dans emui03 (a peu près vers croix de berny en direction du nord). je ne vois aucun panneau,  trop de monde et pas d'annonce.  s'arrête t'il à Laplace ?  #rerb"
57971,0,"Enfin une info, 30 minutes entassés comme des sardignes sans savoir ce qui se passe."
56240,0,"@RERB pas de train direction Saint Remy pendant 25 min, mais deux terminus Orsay entre temps. Voilà toute l'intelligence du RER B !"
24155,2,Merci !!
37556,1,Je pensais qu’il n’y avait des RER B qu’entre 17h et 20h aujourd’hui (heures de pointe)
65915,1,"#rerb Va falloir sonner le glas, Joy ! Je suis quasi à l'arrêt aux abords de laplace alors que mon train ne s'y arrête pas. Le trafic est définitivement perturbé ce matin !"
83558,0,@RERB Où sont les trains terminus Massy palaiseau passant à Gare du Nord!? Pas un seul en 22 minutes! C’est la neige qui vous fait peur!?
43725,1,Toujours ?
54517,1,"Un passager m'a dit ""ils ont trouvé un obus de 14"" vous confirmez Joy?
Juste histoire de raconter a mes potes que le seul jour de ma vie où je prends le rerB (Je suis de Nice) il se passe un truc de fou !"
67984,1,Bonjour et ce jusqu'à quand ?
124493,0,@RERB alller on se fait un petit tchat avec lefevre aujourdhui pour discuter des retards de la semaine?? Non?? Pourquoi??
82248,0,Mais pourquoi vous dites pas que c'est interrompu sur toute la ligne et dans les 2 sens ??
68576,1,"Nooooooooooooon! Quand la première chose que tu vois au réveil c'est une notif #rerb, tu sais que c'est une sale journée...."
7203,1,"@RERB bonjour ! 
Quand est ce que le prochain train pour Paris passe au bourget ? 
Merci !"
39215,0,"À un moment, il va falloir arrêter de nous prendre pour des endives aux jambons , ça commence à faire beaucoup la 😑"
71994,1,"Bonjour,
Vous remboursez les frais d'Uber ou les billets de train??"
12644,1,Pourtant la ligne K fonctionne bien
47717,1,"@RERB : pour quelle raison vous ne faites pas de campagnes de publicité pour évoquer la durée de ce type d'incident?
Même question pour les pannes de matériel #ViveLeTrain @denismasure @Courb_RERB @IDFmobilites #RERB #TeamRERB https://twitter.com/AlertesRERB/status/1130399939002081280 …"
82252,0,Déverser 2 trains pleins à La Place c'est carrément chercher l'accident...
106003,0,"@RERB Tous les matins, je suis en retard. Je vais commencer à faire comme ce gars du RER D, qui a tout noté."
31228,2,Merci.
81847,2,Merciii de cette bonne nouvelle
37211,2,Complet et qui plus est sans langue de bois 😏
53876,1,Cela a-t-il une répercussion sur les trains direction mitry claye ?
103129,1,@RERB #rerb pourquoi a chatelet passe 18h45 il n y a plus de gilets jaunes ni dannonces trafic alors que sur le quai rer D en  RT @Cadopin
25145,1,"@RERB #RERB
Je viens de monter dans un Orsay direction Sud (17h56, à Chatelet)
Les Massy Pal viennent de disparaître des panneaux (prochain serait dans... SEIZE MINUTES ?) 
J'espère ne pas attendre une desserte de 16 (!) mn pour Massy Ver quand je descendrai à Antony
Des infos ?"
33975,0,@RERB après un jeudi soir catastrophique ce matin autre incident et aucune communication ! Bravo continuez comme cela
42773,0,"Bjr, c la premiere fois alors que je déclare un souci sur la ligne que vous daignez me répondre .Peut être que vous pourriez confirmer l’annonce qui a été faite et donner des explications"
15494,1,"Bonjour, on attend 10 mn un rer b à gare du nord direction la banlieue nord et ensuite il y a 2 trains prévus en l'espace de 2 mn ..."
58833,0,"@RERB encore un problème de #RERB en panne à Port Royal. 
#RERB #lignedélaissée"
19636,2,Pareillement 🙂
49645,0,"Vous vous foutez de la gueule des gens, vous n'avez qu'à envoyé vos tortue ninja pour les délogés. C'est grave tout les matins, vous avez toujours une panne ou un problème pendant que l'on paye la peau du cul notre titre de transports. C'EST INADMISSIBLE !!!"
